,Town,County,Latitude,Longitude,Bus,Motorcycle,Other,Rail,Car,Bicyle / On Foot,Total,Cluster,Classification,Public,Private,Public to Private Ratio
655,Mungret,Limerick,52.6356745,-8.693501999999999,42,0,0,2,422,38,504,0,Town (Small),44,422,0.10426540284360189
656,Murntown,Wexford,52.28724,-6.5222437,28,2,0,0,376,32,438,0,Town (Small),28,378,0.07407407407407407
657,Myrtleville,Cork,51.7829961,-8.3003542,70,0,10,6,952,64,1102,0,Town (Small),76,952,0.07983193277310924
658,Myshall,Carlow,52.6858791,-6.7804051,52,0,0,2,260,26,340,0,Town (Small),54,260,0.2076923076923077
659,Mín Lárach,Donegal,55.1451784,-8.1850861,64,0,2,4,356,20,446,0,Town (Small),68,356,0.19101123595505617
660,Na Dúnaibh,Donegal,55.1948628,-7.8369654,122,0,6,0,502,38,668,0,Town (Small),122,502,0.24302788844621515
661,Na Forbacha,Galway,53.24918,-9.20495,80,0,0,4,812,124,1020,0,Town (Small),84,812,0.10344827586206896
662,Naas,Kildare,53.2205654,-6.6593079,2620,128,76,1500,23488,6738,34550,3,Town (Medium),4120,23616,0.1744579945799458
663,Narraghmore,Kildare,53.04868010000001,-6.8294142,100,4,0,6,440,18,568,0,Town (Small),106,444,0.23873873873873874
664,Naul,Dublin,53.5850362,-6.288999899999999,104,0,6,26,712,128,976,0,Town (Small),130,712,0.18258426966292135
665,Navan,Meath,53.647092,-6.6966605,4880,88,96,140,28866,9904,43974,3,Town (Medium),5020,28954,0.17337846238861643
666,Nenagh,Tipperary,52.8642968,-8.1975561,450,14,24,22,8688,2992,12190,0,Town (Small),472,8702,0.05424040450471156
667,New Ross,Wexford,52.3958337,-6.945456699999999,668,14,34,12,6710,1810,9248,0,Town (Small),680,6724,0.10113027959547888
668,Newbawn,Wexford,52.3428304,-6.7912642,24,0,0,0,142,18,184,0,Town (Small),24,142,0.16901408450704225
669,Newbliss,Monaghan,54.1576466,-7.1368133,44,0,0,0,326,50,420,0,Town (Small),44,326,0.13496932515337423
670,Newbridge,Kildare,53.17507579999999,-6.8047467,1836,94,66,1736,20074,7288,31094,3,Town (Medium),3572,20168,0.1771122570408568
671,Newcastle,Dublin,53.2998135,-6.5010237,780,20,10,126,4108,1034,6078,0,Town (Small),906,4128,0.2194767441860465
672,Newcastle,Tipperary,52.2725965,-7.8112834,64,0,2,0,264,94,424,0,Town (Small),64,264,0.24242424242424243
673,Newcastle,Wicklow,53.07335519999999,-6.057185,160,8,4,62,938,94,1266,0,Town (Small),222,946,0.2346723044397463
674,Newcastle West,Limerick,52.4492389,-9.0499054,444,4,14,12,6540,1564,8578,0,Town (Small),456,6544,0.06968215158924206
675,Newmarket,Cork,52.2140232,-9.0030815,48,0,8,6,958,128,1148,0,Town (Small),54,958,0.05636743215031315
676,Newmarket-On-Fergus,Clare,52.7605328,-8.895750099999999,208,8,4,2,1848,286,2356,0,Town (Small),210,1856,0.11314655172413793
677,Newport,Mayo,53.8852758,-9.5463685,68,0,8,2,652,134,864,0,Town (Small),70,652,0.10736196319018405
678,Newport,Tipperary,52.71089629999999,-8.406208399999999,112,2,6,0,2352,538,3010,0,Town (Small),112,2354,0.0475785896346644
679,Newtown,Cork,51.8282409,-8.3803862,30,0,6,0,444,70,550,0,Town (Small),30,444,0.06756756756756757
680,Newtown,Laois,52.8630266,-7.1082572,36,0,2,0,274,18,330,0,Town (Small),36,274,0.13138686131386862
681,Newtown,Tipperary,52.8778127,-8.292807,24,0,6,0,484,68,582,0,Town (Small),24,484,0.049586776859504134
682,Newtowncunningham,Donegal,54.99881749999999,-7.5127836,246,2,4,2,1014,176,1444,0,Town (Small),248,1016,0.2440944881889764
683,Newtownforbes,Longford,53.7654838,-7.835621,112,2,2,14,710,114,954,0,Town (Small),126,712,0.17696629213483145
684,Newtownmountkennedy,Wicklow,53.0927815,-6.112023,670,14,26,68,3318,576,4672,0,Town (Small),738,3332,0.22148859543817526
685,Newtownsandes,Kerry,52.50166,-9.3705609,40,0,0,0,308,42,390,0,Town (Small),40,308,0.12987012987012986
686,Nobber,Meath,53.8217066,-6.747939799999999,28,0,0,0,280,152,460,0,Town (Small),28,280,0.1
687,Nurney,Kildare,53.0966332,-6.9482121,84,0,6,16,440,114,660,0,Town (Small),100,440,0.22727272727272727
688,O'Briensbridge-Montpelier,Clare,52.75060389999999,-8.496743,56,0,10,0,430,12,508,0,Town (Small),56,430,0.13023255813953488
689,Oilgate,Wexford,52.42101,-6.52994,40,0,4,0,352,46,442,0,Town (Small),40,352,0.11363636363636363
690,Oldcastle,Meath,53.7700178,-7.162411799999999,44,2,16,4,1108,604,1778,0,Town (Small),48,1110,0.043243243243243246
691,Oldtown,Dublin,53.522678,-6.315430699999999,92,2,6,2,530,54,686,0,Town (Small),94,532,0.17669172932330826
692,Omeath,Louth,54.0882604,-6.2593365,124,2,6,0,558,92,782,0,Town (Small),124,560,0.22142857142857142
693,Oola,Limerick,52.5296598,-8.2596358,36,0,2,4,258,28,328,0,Town (Small),40,258,0.15503875968992248
694,Oram,Monaghan,54.1508756,-6.7016152,16,0,4,0,164,24,208,0,Town (Small),16,164,0.0975609756097561
695,Oranmore,Galway,53.2647506,-8.9297335,436,18,10,120,5970,1400,7954,0,Town (Small),556,5988,0.09285237140948564
696,Oughterard,Galway,53.42854810000001,-9.3189472,134,6,8,4,1696,336,2184,0,Town (Small),138,1702,0.08108108108108109
697,Oulart,Wexford,52.5039145,-6.390861699999999,22,0,2,4,214,24,266,0,Town (Small),26,214,0.12149532710280374
698,Palatine,Carlow,52.8649974,-6.8610348,16,0,2,4,348,6,376,0,Town (Small),20,348,0.05747126436781609
699,Pallasgreen,Limerick,52.54873,-8.355184999999999,52,0,2,0,202,20,276,0,Town (Small),52,202,0.25742574257425743
700,Pallaskenry,Limerick,52.6447411,-8.8674281,12,0,4,0,584,168,768,0,Town (Small),12,584,0.02054794520547945
701,Parteen,Clare,52.696836,-8.6149881,32,2,4,4,776,160,978,0,Town (Small),36,778,0.04627249357326478
702,Passage East,Waterford,52.2396938,-6.974394999999999,40,4,2,0,712,74,832,0,Town (Small),40,716,0.055865921787709494
703,Passage West-Monkstown,Cork,51.8485442,-8.3325695,654,24,28,6,6240,678,7630,0,Town (Small),660,6264,0.1053639846743295
704,Patrickswell,Limerick,52.5980577,-8.707284399999999,114,4,4,0,728,134,984,0,Town (Small),114,732,0.1557377049180328
705,Paulstown,Kilkenny,52.6793223,-7.021358999999999,154,2,2,0,996,132,1286,0,Town (Small),154,998,0.15430861723446893
706,Pettigo,Donegal,54.54943,-7.832033900000001,20,0,2,0,96,16,134,0,Town (Small),20,96,0.20833333333333334
707,Piercetown,Wexford,52.28785999999999,-6.48747,16,0,2,0,296,36,350,0,Town (Small),16,296,0.05405405405405406
708,Piltown,Kilkenny,52.3511631,-7.331338099999999,184,2,8,2,1212,208,1616,0,Town (Small),186,1214,0.15321252059308071
709,Pollagh,Offaly,53.2768407,-7.709173000000001,54,0,2,0,178,18,252,0,Town (Small),54,178,0.30337078651685395
710,Portarlington,Laois,53.1616096,-7.1895142,1172,18,36,650,7934,1676,11486,0,Town (Small),1822,7952,0.22912474849094566
711,Portlaoise,Laois,53.0328123,-7.298793300000001,2156,64,84,792,20472,4610,28178,3,Town (Medium),2948,20536,0.14355278535255162
712,Portlaw,Waterford,52.28926569999999,-7.3147439,380,8,4,2,1696,332,2422,0,Town (Small),382,1704,0.22417840375586853
713,Portmagee,Kerry,51.8854295,-10.36194,30,0,4,0,68,30,132,0,Town (Small),30,68,0.4411764705882353
714,Portmarnock,Dublin,53.418712,-6.154901499999999,724,42,16,2170,6590,2954,12496,0,Town (Small),2894,6632,0.43636911942098916
715,Portrane,Dublin,53.49319999999999,-6.11462,166,10,8,136,1006,118,1444,0,Town (Small),302,1016,0.297244094488189
716,Portroe,Tipperary,52.8847,-8.344875,62,0,6,0,454,44,566,0,Town (Small),62,454,0.13656387665198239
717,Portumna,Galway,53.0927811,-8.218540599999999,32,0,6,12,1286,448,1784,0,Town (Small),44,1286,0.03421461897356143
718,Prosperous,Kildare,53.2881253,-6.7550083,310,6,8,34,2222,552,3132,0,Town (Small),344,2228,0.15439856373429084
719,Puckaun,Tipperary,52.931884,-8.2385501,24,0,0,0,222,28,274,0,Town (Small),24,222,0.10810810810810811
720,Quigleys Point,Donegal,55.1248808,-7.194928300000001,52,0,0,0,192,12,256,0,Town (Small),52,192,0.2708333333333333
721,Quilty,Clare,52.81725669999999,-9.4559219,6,0,0,0,176,8,190,0,Town (Small),6,176,0.03409090909090909
722,Quin,Clare,52.8175778,-8.8637803,104,4,6,2,1004,190,1310,0,Town (Small),106,1008,0.10515873015873016
723,Raharney,Westmeath,53.5241052,-7.0960895,30,2,0,4,140,12,188,0,Town (Small),34,142,0.23943661971830985
724,Ramelton,Donegal,55.03590000000001,-7.64809,204,0,6,0,1006,166,1382,0,Town (Small),204,1006,0.20278330019880716
725,Rampark,Louth,53.97515,-6.48617,78,0,2,4,444,80,608,0,Town (Small),82,444,0.18468468468468469
726,Rann Na Feirste,Donegal,55.034738,-8.3063621,74,0,2,0,324,30,430,0,Town (Small),74,324,0.22839506172839505
727,Raphoe,Donegal,54.8738705,-7.5994379,50,0,10,0,784,246,1090,0,Town (Small),50,784,0.06377551020408163
728,Rathangan,Kildare,53.2210179,-6.9945422,98,10,8,94,3268,784,4262,0,Town (Small),192,3278,0.05857230018303844
729,Rathard-Aherla,Cork,51.8536728,-8.732601899999999,106,0,6,0,736,18,866,0,Town (Small),106,736,0.14402173913043478
730,Rathcoffey,Kildare,53.3342027,-6.678636200000001,56,0,2,12,314,64,448,0,Town (Small),68,314,0.21656050955414013
731,Rathcoole,Cork,52.0942583,-8.974065099999999,42,0,2,2,218,36,300,0,Town (Small),44,218,0.2018348623853211
732,Rathcoole,Dublin,53.2817307,-6.466167,422,32,16,148,4636,2108,7362,0,Town (Small),570,4668,0.12210796915167095
733,Rathcormac,Cork,52.07613,-8.28176,388,6,10,4,1890,518,2816,0,Town (Small),392,1896,0.20675105485232068
734,Rathdowney,Laois,52.8555198,-7.584797300000001,54,0,4,24,1164,408,1654,0,Town (Small),78,1164,0.06701030927835051
735,Rathdrum,Wicklow,52.93231230000001,-6.231101199999999,80,6,8,110,1974,614,2792,0,Town (Small),190,1980,0.09595959595959595
736,Rathkeale,Limerick,52.5225255,-8.9403655,32,0,10,0,590,312,944,0,Town (Small),32,590,0.05423728813559322
737,Rathmolyon,Meath,53.488177,-6.8036692,84,0,4,12,502,24,626,0,Town (Small),96,502,0.19123505976095617
738,Rathmore,Kerry,52.0842484,-9.2184337,126,2,6,12,868,40,1054,0,Town (Small),138,870,0.15862068965517243
739,Rathmullan,Donegal,55.0970707,-7.5363061,50,0,4,2,386,82,524,0,Town (Small),52,386,0.13471502590673576
740,Rathnew,Wicklow,52.9946004,-6.082812,276,12,22,44,3490,818,4662,0,Town (Small),320,3502,0.09137635636778983
741,Rathowen,Westmeath,53.656076,-7.5203959,32,0,2,0,132,36,202,0,Town (Small),32,132,0.24242424242424243
742,Rathtoe,Carlow,52.835854,-6.932474399999999,42,2,0,4,352,50,450,0,Town (Small),46,354,0.12994350282485875
743,Rathvilly,Carlow,52.87983449999999,-6.6960481,138,2,8,0,1012,146,1306,0,Town (Small),138,1014,0.13609467455621302
744,Ratoath,Meath,53.5062898,-6.465680099999999,1544,32,18,116,9354,3642,14706,0,Town (Small),1660,9386,0.176859151928404
745,Rear Cross,Tipperary,52.6863722,-8.2370086,20,0,6,0,114,36,176,0,Town (Small),20,114,0.17543859649122806
746,Redcross,Wicklow,52.88974400000001,-6.1452741,60,0,0,8,218,38,324,0,Town (Small),68,218,0.3119266055045872
747,Rhode,Offaly,53.3499888,-7.198962900000001,156,0,4,0,712,82,954,0,Town (Small),156,712,0.21910112359550563
748,Ringaskiddy-Loughbeg,Cork,51.83042829999999,-8.3219487,62,0,8,2,648,86,806,0,Town (Small),64,648,0.09876543209876543
749,Rivermeade,Dublin,53.45355,-6.28999,132,0,2,0,354,116,604,0,Town (Small),132,354,0.3728813559322034
750,Riverstick,Cork,51.773023,-8.4960524,238,2,0,2,888,34,1164,0,Town (Small),240,890,0.2696629213483146
751,Riverstown,Sligo,54.1304398,-8.3952507,38,0,4,2,376,58,478,0,Town (Small),40,376,0.10638297872340426
752,Robertstown,Kildare,53.269268,-6.815316399999999,86,2,4,6,792,72,962,0,Town (Small),92,794,0.11586901763224182
753,Robinstown,Meath,53.5946777,-6.7280973,74,0,4,2,396,108,584,0,Town (Small),76,396,0.1919191919191919
754,Rochfortbridge,Westmeath,53.4146417,-7.2996835,136,0,24,6,1194,468,1828,0,Town (Small),142,1194,0.11892797319932999
755,Rockcorry,Monaghan,54.1178982,-7.0148381,46,2,4,0,264,46,362,0,Town (Small),46,266,0.17293233082706766
756,Roosky,Leitrim,53.827075,-7.9168239,94,0,4,12,654,110,874,0,Town (Small),106,654,0.1620795107033639
757,Roscommon,Roscommon,53.63401649999999,-8.181945899999999,254,10,32,70,5814,1560,7740,0,Town (Small),324,5824,0.05563186813186813
758,Roscrea,Tipperary,52.9551789,-7.798469600000001,388,8,52,22,4808,1314,6592,0,Town (Small),410,4816,0.08513289036544851
759,Rosegreen,Tipperary,52.469442,-7.8327776,22,0,0,0,216,34,272,0,Town (Small),22,216,0.10185185185185185
760,Rosscahill,Galway,53.38712,-9.246229999999999,38,0,0,0,392,30,460,0,Town (Small),38,392,0.09693877551020408
761,Rosscarbery,Cork,51.57767,-9.038,14,2,4,0,566,108,694,0,Town (Small),14,568,0.02464788732394366
762,Rosses Point,Sligo,54.3047546,-8.5640206,68,2,0,8,764,118,960,0,Town (Small),76,766,0.09921671018276762
763,Rosslare,Wexford,52.2720275,-6.3892254,218,2,8,32,1470,210,1940,0,Town (Small),250,1472,0.16983695652173914
764,Rosslare Harbour,Wexford,52.2513061,-6.3414908,342,2,24,8,1712,258,2346,0,Town (Small),350,1714,0.20420070011668612
765,Roundstone,Galway,53.39642079999999,-9.919018399999999,32,0,2,0,124,30,188,0,Town (Small),32,124,0.25806451612903225
766,Roundwood,Wicklow,53.0657875,-6.2241877,204,4,4,8,778,224,1222,0,Town (Small),212,782,0.2710997442455243
767,Rush,Dublin,53.5256684,-6.0911586,1790,56,62,1052,8350,2900,14210,3,Town (Medium),2842,8406,0.33809183916250296
768,Saggart,Dublin,53.284435,-6.440534599999999,346,30,2,418,2792,834,4422,0,Town (Small),764,2822,0.27072997873848337
769,Saleen,Cork,51.8637224,-8.161825799999999,86,2,2,10,658,72,830,0,Town (Small),96,660,0.14545454545454545
770,Sallins,Kildare,53.251067,-6.6652312,1018,28,18,1018,5270,1454,8806,0,Town (Small),2036,5298,0.38429596073990185
771,Scarriff-Tuamgraney,Clare,52.8985172,-8.541013,18,0,6,0,470,172,666,0,Town (Small),18,470,0.03829787234042553
772,Schull,Cork,51.526867,-9.5479801,14,4,6,0,432,180,636,0,Town (Small),14,436,0.03211009174311927
773,Scotshouse,Monaghan,54.1226216,-7.2471111,74,0,0,0,316,42,432,0,Town (Small),74,316,0.23417721518987342
774,Scotstown,Monaghan,54.2778889,-7.066951400000001,68,2,0,6,490,32,598,0,Town (Small),74,492,0.15040650406504066
775,Shanagarry,Cork,51.8527122,-8.0299249,90,2,8,12,700,78,890,0,Town (Small),102,702,0.1452991452991453
776,Shanagolden,Limerick,52.5746155,-9.1004049,12,0,0,0,130,8,150,0,Town (Small),12,130,0.09230769230769231
777,Shanbally,Cork,51.8334141,-8.3570879,32,2,0,0,402,68,504,0,Town (Small),32,404,0.07920792079207921
778,Shanballymore,Cork,52.2187977,-8.4759914,30,0,2,4,166,38,240,0,Town (Small),34,166,0.20481927710843373
779,Shannon,Clare,52.71178219999999,-8.8783365,696,34,38,12,8318,3710,12808,0,Town (Small),708,8352,0.08477011494252873
780,Shannonbridge,Offaly,53.279632,-8.044721299999999,36,0,0,0,98,6,140,0,Town (Small),36,98,0.3673469387755102
781,Shercock,Cavan,53.9950108,-6.8979854,70,0,2,2,500,212,786,0,Town (Small),72,500,0.144
782,Shillelagh,Wicklow,52.7545156,-6.533460499999999,36,0,0,0,376,52,464,0,Town (Small),36,376,0.09574468085106383
783,Shinrone,Offaly,52.9844035,-7.9245622,82,0,6,4,498,108,698,0,Town (Small),86,498,0.17269076305220885
784,Shrule,Mayo,53.5202745,-9.0883693,50,0,0,0,364,32,446,0,Town (Small),50,364,0.13736263736263737
785,Silvermines,Tipperary,52.79436099999999,-8.2366272,36,2,2,0,280,26,346,0,Town (Small),36,282,0.1276595744680851
786,Sixmilebridge,Clare,52.7420054,-8.772400500000002,446,10,18,46,2966,478,3964,0,Town (Small),492,2976,0.16532258064516128
787,Skerries,Dublin,53.5805519,-6.1078779,606,34,26,2244,6622,3734,13266,0,Town (Small),2850,6656,0.42818509615384615
788,Skibbereen,Cork,51.55592439999999,-9.262130299999999,68,2,12,2,2382,880,3346,0,Town (Small),70,2384,0.02936241610738255
789,Slane,Meath,53.7086474,-6.543651199999999,340,2,6,2,1192,276,1818,0,Town (Small),342,1194,0.2864321608040201
790,Slieverue,Kilkenny,52.2828142,-7.0689659,50,2,2,2,424,66,546,0,Town (Small),52,426,0.12206572769953052
791,Sligo,Sligo,54.27661029999999,-8.4760888,978,60,50,102,14140,7430,22760,3,Town (Medium),1080,14200,0.07605633802816901
792,Smithborough,Monaghan,54.2213027,-7.0981545,80,0,2,0,550,52,684,0,Town (Small),80,550,0.14545454545454545
793,Sneem,Kerry,51.8373942,-9.8983245,46,0,0,0,184,146,376,0,Town (Small),46,184,0.25
794,Spa,Kerry,52.27538999999999,-9.788499999999999,6,0,0,6,380,40,432,0,Town (Small),12,380,0.031578947368421054
795,Spanish Point,Clare,52.8466428,-9.4397015,8,0,0,10,220,16,254,0,Town (Small),18,220,0.08181818181818182
796,St. Johnston,Donegal,54.93468,-7.461359999999999,90,0,0,0,410,76,576,0,Town (Small),90,410,0.21951219512195122
797,Stamullen,Meath,53.63023,-6.26834,614,4,10,202,3982,870,5682,0,Town (Small),816,3986,0.20471650777722028
798,Stoneyford,Kilkenny,52.5370387,-7.229316900000001,14,0,0,2,252,26,294,0,Town (Small),16,252,0.06349206349206349
799,Stradbally,Laois,53.01579830000001,-7.149471699999999,186,0,10,18,1126,200,1540,0,Town (Small),204,1126,0.1811722912966252
800,Stradbally,Waterford,52.1313569,-7.4608978,54,0,0,0,516,30,600,0,Town (Small),54,516,0.10465116279069768
801,Straffan,Kildare,53.3118851,-6.608824800000001,132,2,0,28,1148,260,1570,0,Town (Small),160,1150,0.1391304347826087
802,Strandhill,Sligo,54.26999009999999,-8.598940299999999,134,2,4,16,1956,318,2430,0,Town (Small),150,1958,0.07660878447395301
803,Stratford,Wicklow,52.9878852,-6.675076499999999,12,0,0,0,214,36,262,0,Town (Small),12,214,0.056074766355140186
804,Strokestown,Roscommon,53.7758666,-8.1035319,46,0,2,2,620,194,864,0,Town (Small),48,620,0.07741935483870968
805,Summerhill,Meath,53.4813655,-6.732514699999999,180,2,10,14,894,106,1206,0,Town (Small),194,896,0.21651785714285715
806,Suncroft,Kildare,53.1075785,-6.8613827,50,2,0,8,370,70,500,0,Town (Small),58,372,0.15591397849462366
807,Swanlinbar,Cavan,54.1937636,-7.7047113,24,0,6,0,114,94,238,0,Town (Small),24,114,0.21052631578947367
808,Swinford,Mayo,53.9437021,-8.950006,44,0,4,2,1068,386,1504,0,Town (Small),46,1068,0.04307116104868914
809,Swords,Dublin,53.4557467,-6.219740600000001,10364,282,90,422,32242,10730,54130,3,Town (Medium),10786,32524,0.3316320255811093
810,Taghmon,Wexford,52.3229838,-6.6546699,112,0,12,0,430,152,706,0,Town (Small),112,430,0.26046511627906976
811,Tagoat,Wexford,52.2454387,-6.388300099999999,88,0,2,2,508,56,656,0,Town (Small),90,508,0.17716535433070865
812,Tallanstown,Louth,53.9200662,-6.5471834,110,0,0,8,634,134,886,0,Town (Small),118,634,0.1861198738170347
813,Tallow,Waterford,52.09214069999999,-8.007030199999999,166,0,4,0,712,258,1140,0,Town (Small),166,712,0.23314606741573032
814,Tarbert,Kerry,52.5724738,-9.374537199999999,10,0,2,0,360,148,520,0,Town (Small),10,360,0.027777777777777776
815,Templemore,Tipperary,52.794802,-7.839860900000001,34,8,12,54,1582,620,2310,0,Town (Small),88,1590,0.055345911949685536
816,Templetuohy,Tipperary,52.78847,-7.721649999999999,24,0,0,0,212,40,276,0,Town (Small),24,212,0.11320754716981132
817,Termonbarry,Roscommon,53.7422919,-7.920643500000001,82,4,2,10,772,46,916,0,Town (Small),92,776,0.11855670103092783
818,Termonfeckin,Louth,53.76101389999999,-6.271843199999999,298,4,8,40,1942,198,2490,0,Town (Small),338,1946,0.1736896197327852
819,The Ballagh,Wexford,52.47257,-6.43323,62,0,6,0,574,50,692,0,Town (Small),62,574,0.10801393728222997
820,The Commons,Tipperary,52.6272156,-7.546653200000001,8,2,0,4,104,34,152,0,Town (Small),12,106,0.11320754716981132
821,The Swan,Laois,52.88901000000001,-7.160559999999999,48,0,0,4,270,32,354,0,Town (Small),52,270,0.1925925925925926
822,Thomastown,Kilkenny,52.5264574,-7.1383205,150,4,14,34,2110,590,2902,0,Town (Small),184,2114,0.08703878902554399
823,Three Mile House,Monaghan,54.21667,-7.042671299999999,22,0,2,0,130,20,174,0,Town (Small),22,130,0.16923076923076924
824,Thurles,Tipperary,52.6801064,-7.8044421,184,10,34,184,6750,2124,9286,0,Town (Small),368,6760,0.054437869822485205
825,Tievebane,Donegal,55.0630284,-7.429459,70,2,6,2,490,46,616,0,Town (Small),72,492,0.14634146341463414
826,Timoleague,Cork,51.6432296,-8.766188699999999,46,0,0,0,266,176,488,0,Town (Small),46,266,0.17293233082706766
827,Tinahely,Wicklow,52.7997634,-6.463184399999999,184,4,10,4,902,142,1246,0,Town (Small),188,906,0.20750551876379691
828,Tinryland,Carlow,52.7969671,-6.8957413,40,0,8,4,338,30,420,0,Town (Small),44,338,0.1301775147928994
829,Tinure,Louth,53.79188,-6.419,142,0,0,8,490,122,762,0,Town (Small),150,490,0.30612244897959184
830,Tipperary,Tipperary,52.47363910000001,-8.1617622,150,8,20,76,3982,1458,5694,0,Town (Small),226,3990,0.05664160401002506
831,Toomevara,Tipperary,52.85071629999999,-8.0350506,24,0,0,0,186,56,266,0,Town (Small),24,186,0.12903225806451613
832,Toornafulla,Limerick,52.36463999999999,-9.152849999999999,28,0,0,0,218,20,266,0,Town (Small),28,218,0.12844036697247707
833,Tower,Cork,51.92518,-8.60797,322,4,2,0,3950,148,4426,0,Town (Small),322,3954,0.08143651997976732
834,Tralee,Kerry,52.2713096,-9.6999325,1118,48,70,90,19390,6268,26984,3,Town (Medium),1208,19438,0.06214631134890421
835,Tramore,Waterford,52.16143539999999,-7.1492952,818,30,28,48,10600,2378,13902,0,Town (Small),866,10630,0.08146754468485419
836,Trim,Meath,53.5523666,-6.7866474,1174,18,30,46,8642,2302,12212,0,Town (Small),1220,8660,0.14087759815242495
837,Tuam,Galway,53.5141156,-8.8565177,670,22,34,14,8108,2162,11010,0,Town (Small),684,8130,0.08413284132841328
838,Tubbercurry,Sligo,54.0552258,-8.7298236,160,6,14,8,1916,410,2514,0,Town (Small),168,1922,0.08740894901144641
839,Tulla,Clare,52.8692148,-8.7607816,28,0,6,4,684,180,902,0,Town (Small),32,684,0.04678362573099415
840,Tullaghan,Leitrim,54.468449,-8.3290498,12,0,4,0,312,12,340,0,Town (Small),12,312,0.038461538461538464
841,Tullamore,Offaly,53.2752768,-7.4924439,1274,28,52,446,12244,3828,17872,3,Town (Medium),1720,12272,0.14015645371577576
842,Tullow,Carlow,52.802547,-6.7371517,278,0,20,16,4516,1304,6134,0,Town (Small),294,4516,0.06510186005314438
843,Tullyallen,Louth,53.73661,-6.42244,388,6,4,28,1674,370,2470,0,Town (Small),416,1680,0.24761904761904763
844,Tulsk,Roscommon,53.7799868,-8.2560526,22,0,2,4,184,20,232,0,Town (Small),26,184,0.14130434782608695
845,Turlough,Mayo,53.8841074,-9.2124764,36,0,2,0,572,8,618,0,Town (Small),36,572,0.06293706293706294
846,Turloughmore,Galway,53.3821288,-8.853684,30,0,2,0,298,4,334,0,Town (Small),30,298,0.10067114093959731
847,Two Mile House,Kildare,53.1702248,-6.700301899999999,76,0,2,22,522,80,702,0,Town (Small),98,522,0.18773946360153257
848,Twomileborris,Tipperary,52.6725745,-7.711432999999999,34,0,2,8,514,50,608,0,Town (Small),42,514,0.08171206225680934
849,Tyrrellspass,Westmeath,53.3889615,-7.3773447,42,0,2,2,306,74,426,0,Town (Small),44,306,0.1437908496732026
850,Unionhall,Cork,51.558803,-9.1434791,54,0,0,0,302,66,422,0,Town (Small),54,302,0.17880794701986755
851,Urlingford,Kilkenny,52.7205983,-7.5821799,120,2,10,12,876,312,1332,0,Town (Small),132,878,0.15034168564920272
852,Villierstown,Waterford,52.08824449999999,-7.850768,50,0,2,0,240,46,338,0,Town (Small),50,240,0.20833333333333334
853,Virginia,Cavan,53.8344096,-7.0813222,282,6,18,10,2730,878,3924,0,Town (Small),292,2736,0.1067251461988304
854,Walsh Island or Coolagary,Offaly,53.234638,-7.2138556,68,0,4,8,368,92,540,0,Town (Small),76,368,0.20652173913043478
855,Waterford city and suburbs,Waterford,52.2593197,-7.110070299999999,3786,284,186,182,48764,14232,67434,2,Town (Large),3968,49048,0.08090034252161148
856,Watergrasshill,Cork,52.0113682,-8.3440414,302,0,16,2,2004,456,2780,0,Town (Small),304,2004,0.15169660678642716
857,Waterville,Kerry,51.829465,-10.1745436,102,0,6,0,388,108,604,0,Town (Small),102,388,0.26288659793814434
858,Westport,Mayo,53.8011505,-9.5223,358,12,10,50,5124,2274,7828,0,Town (Small),408,5136,0.0794392523364486
859,Wexford,Wexford,52.336916,-6.4633381,980,52,66,82,17430,5748,24358,3,Town (Medium),1062,17482,0.06074819814666514
860,Whitechurch,Cork,51.9840023,-8.516469899999999,66,4,4,0,1048,12,1134,0,Town (Small),66,1052,0.06273764258555133
861,Whitegate,Clare,52.9505524,-8.3729064,18,0,2,0,172,8,200,0,Town (Small),18,172,0.10465116279069768
862,Whitegate,Cork,51.8267841,-8.2321121,234,2,4,10,1398,90,1738,0,Town (Small),244,1400,0.1742857142857143
863,Wicklow,Wicklow,52.9808207,-6.044588999999999,1070,38,40,464,11564,2834,16010,3,Town (Medium),1534,11602,0.13221858300293052
864,Williamstown,Galway,53.6777196,-8.579964,10,0,2,0,176,28,216,0,Town (Small),10,176,0.056818181818181816
865,Woodford,Galway,53.0521803,-8.4002368,2,0,4,0,244,26,276,0,Town (Small),2,244,0.00819672131147541
866,Youghal,Cork,51.9542704,-7.8471707,786,12,36,22,7088,1338,9282,0,Town (Small),808,7100,0.11380281690140845
