"STATISTIC","Statistic Label","C03157V03810","Local Authority","C03122V03774","Type of Carriageway","TLIST(A1)","Year","UNIT","VALUE"
"NRA02","National Route Length","-","All local authorities","-","All Carriage ways","2006","2006","Kilometres","5427"
"NRA02","National Route Length","-","All local authorities","-","All Carriage ways","2007","2007","Kilometres","5427"
"NRA02","National Route Length","-","All local authorities","-","All Carriage ways","2008","2008","Kilometres","5434"
"NRA02","National Route Length","-","All local authorities","-","All Carriage ways","2009","2009","Kilometres","5444"
"NRA02","National Route Length","-","All local authorities","-","All Carriage ways","2010","2010","Kilometres","5413"
"NRA02","National Route Length","-","All local authorities","-","All Carriage ways","2011","2011","Kilometres","5413"
"NRA02","National Route Length","-","All local authorities","-","All Carriage ways","2012","2012","Kilometres","5413"
"NRA02","National Route Length","-","All local authorities","-","All Carriage ways","2013","2013","Kilometres","5305"
"NRA02","National Route Length","-","All local authorities","-","All Carriage ways","2014","2014","Kilometres","5306"
"NRA02","National Route Length","-","All local authorities","01","Motorway","2006","2006","Kilometres","270"
"NRA02","National Route Length","-","All local authorities","01","Motorway","2007","2007","Kilometres","269"
"NRA02","National Route Length","-","All local authorities","01","Motorway","2008","2008","Kilometres","423"
"NRA02","National Route Length","-","All local authorities","01","Motorway","2009","2009","Kilometres","663"
"NRA02","National Route Length","-","All local authorities","01","Motorway","2010","2010","Kilometres","900"
"NRA02","National Route Length","-","All local authorities","01","Motorway","2011","2011","Kilometres","900"
"NRA02","National Route Length","-","All local authorities","01","Motorway","2012","2012","Kilometres","900"
"NRA02","National Route Length","-","All local authorities","01","Motorway","2013","2013","Kilometres","897"
"NRA02","National Route Length","-","All local authorities","01","Motorway","2014","2014","Kilometres","897"
"NRA02","National Route Length","-","All local authorities","03","Single","2006","2006","Kilometres","4804"
"NRA02","National Route Length","-","All local authorities","03","Single","2007","2007","Kilometres","4714"
"NRA02","National Route Length","-","All local authorities","03","Single","2008","2008","Kilometres","4610"
"NRA02","National Route Length","-","All local authorities","03","Single","2009","2009","Kilometres","4482"
"NRA02","National Route Length","-","All local authorities","03","Single","2010","2010","Kilometres","4189"
"NRA02","National Route Length","-","All local authorities","03","Single","2011","2011","Kilometres","4189"
"NRA02","National Route Length","-","All local authorities","03","Single","2012","2012","Kilometres","4189"
"NRA02","National Route Length","-","All local authorities","03","Single","2013","2013","Kilometres","4110"
"NRA02","National Route Length","-","All local authorities","03","Single","2014","2014","Kilometres","4110"
"NRA02","National Route Length","-","All local authorities","04","Two plus one","2006","2006","Kilometres","21"
"NRA02","National Route Length","-","All local authorities","04","Two plus one","2007","2007","Kilometres","39"
"NRA02","National Route Length","-","All local authorities","04","Two plus one","2008","2008","Kilometres","39"
"NRA02","National Route Length","-","All local authorities","04","Two plus one","2009","2009","Kilometres","39"
"NRA02","National Route Length","-","All local authorities","04","Two plus one","2010","2010","Kilometres","38"
"NRA02","National Route Length","-","All local authorities","04","Two plus one","2011","2011","Kilometres","38"
"NRA02","National Route Length","-","All local authorities","04","Two plus one","2012","2012","Kilometres","38"
"NRA02","National Route Length","-","All local authorities","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","-","All local authorities","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","-","All local authorities","05","Dual carriageway","2006","2006","Kilometres","332"
"NRA02","National Route Length","-","All local authorities","05","Dual carriageway","2007","2007","Kilometres","405"
"NRA02","National Route Length","-","All local authorities","05","Dual carriageway","2008","2008","Kilometres","362"
"NRA02","National Route Length","-","All local authorities","05","Dual carriageway","2009","2009","Kilometres","260"
"NRA02","National Route Length","-","All local authorities","05","Dual carriageway","2010","2010","Kilometres","286"
"NRA02","National Route Length","-","All local authorities","05","Dual carriageway","2011","2011","Kilometres","286"
"NRA02","National Route Length","-","All local authorities","05","Dual carriageway","2012","2012","Kilometres","286"
"NRA02","National Route Length","-","All local authorities","05","Dual carriageway","2013","2013","Kilometres","298"
"NRA02","National Route Length","-","All local authorities","05","Dual carriageway","2014","2014","Kilometres","298"
"NRA02","National Route Length","01","Carlow","-","All Carriage ways","2006","2006","Kilometres","78"
"NRA02","National Route Length","01","Carlow","-","All Carriage ways","2007","2007","Kilometres","78"
"NRA02","National Route Length","01","Carlow","-","All Carriage ways","2008","2008","Kilometres","80"
"NRA02","National Route Length","01","Carlow","-","All Carriage ways","2009","2009","Kilometres","80"
"NRA02","National Route Length","01","Carlow","-","All Carriage ways","2010","2010","Kilometres","78"
"NRA02","National Route Length","01","Carlow","-","All Carriage ways","2011","2011","Kilometres","78"
"NRA02","National Route Length","01","Carlow","-","All Carriage ways","2012","2012","Kilometres","78"
"NRA02","National Route Length","01","Carlow","-","All Carriage ways","2013","2013","Kilometres","78"
"NRA02","National Route Length","01","Carlow","-","All Carriage ways","2014","2014","Kilometres","78"
"NRA02","National Route Length","01","Carlow","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","01","Carlow","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","01","Carlow","01","Motorway","2008","2008","Kilometres","14"
"NRA02","National Route Length","01","Carlow","01","Motorway","2009","2009","Kilometres","15"
"NRA02","National Route Length","01","Carlow","01","Motorway","2010","2010","Kilometres","24"
"NRA02","National Route Length","01","Carlow","01","Motorway","2011","2011","Kilometres","24"
"NRA02","National Route Length","01","Carlow","01","Motorway","2012","2012","Kilometres","24"
"NRA02","National Route Length","01","Carlow","01","Motorway","2013","2013","Kilometres","24"
"NRA02","National Route Length","01","Carlow","01","Motorway","2014","2014","Kilometres","24"
"NRA02","National Route Length","01","Carlow","03","Single","2006","2006","Kilometres","78"
"NRA02","National Route Length","01","Carlow","03","Single","2007","2007","Kilometres","78"
"NRA02","National Route Length","01","Carlow","03","Single","2008","2008","Kilometres","65"
"NRA02","National Route Length","01","Carlow","03","Single","2009","2009","Kilometres","65"
"NRA02","National Route Length","01","Carlow","03","Single","2010","2010","Kilometres","55"
"NRA02","National Route Length","01","Carlow","03","Single","2011","2011","Kilometres","55"
"NRA02","National Route Length","01","Carlow","03","Single","2012","2012","Kilometres","55"
"NRA02","National Route Length","01","Carlow","03","Single","2013","2013","Kilometres","54"
"NRA02","National Route Length","01","Carlow","03","Single","2014","2014","Kilometres","54"
"NRA02","National Route Length","01","Carlow","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","01","Carlow","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","01","Carlow","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","01","Carlow","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","01","Carlow","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","01","Carlow","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","01","Carlow","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","01","Carlow","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","01","Carlow","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","01","Carlow","05","Dual carriageway","2006","2006","Kilometres",""
"NRA02","National Route Length","01","Carlow","05","Dual carriageway","2007","2007","Kilometres",""
"NRA02","National Route Length","01","Carlow","05","Dual carriageway","2008","2008","Kilometres",""
"NRA02","National Route Length","01","Carlow","05","Dual carriageway","2009","2009","Kilometres",""
"NRA02","National Route Length","01","Carlow","05","Dual carriageway","2010","2010","Kilometres",""
"NRA02","National Route Length","01","Carlow","05","Dual carriageway","2011","2011","Kilometres",""
"NRA02","National Route Length","01","Carlow","05","Dual carriageway","2012","2012","Kilometres",""
"NRA02","National Route Length","01","Carlow","05","Dual carriageway","2013","2013","Kilometres","0"
"NRA02","National Route Length","01","Carlow","05","Dual carriageway","2014","2014","Kilometres","0"
"NRA02","National Route Length","02","Cavan","-","All Carriage ways","2006","2006","Kilometres","126"
"NRA02","National Route Length","02","Cavan","-","All Carriage ways","2007","2007","Kilometres","125"
"NRA02","National Route Length","02","Cavan","-","All Carriage ways","2008","2008","Kilometres","125"
"NRA02","National Route Length","02","Cavan","-","All Carriage ways","2009","2009","Kilometres","125"
"NRA02","National Route Length","02","Cavan","-","All Carriage ways","2010","2010","Kilometres","125"
"NRA02","National Route Length","02","Cavan","-","All Carriage ways","2011","2011","Kilometres","125"
"NRA02","National Route Length","02","Cavan","-","All Carriage ways","2012","2012","Kilometres","125"
"NRA02","National Route Length","02","Cavan","-","All Carriage ways","2013","2013","Kilometres","125"
"NRA02","National Route Length","02","Cavan","-","All Carriage ways","2014","2014","Kilometres","125"
"NRA02","National Route Length","02","Cavan","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","02","Cavan","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","02","Cavan","01","Motorway","2008","2008","Kilometres",""
"NRA02","National Route Length","02","Cavan","01","Motorway","2009","2009","Kilometres",""
"NRA02","National Route Length","02","Cavan","01","Motorway","2010","2010","Kilometres",""
"NRA02","National Route Length","02","Cavan","01","Motorway","2011","2011","Kilometres",""
"NRA02","National Route Length","02","Cavan","01","Motorway","2012","2012","Kilometres",""
"NRA02","National Route Length","02","Cavan","01","Motorway","2013","2013","Kilometres","0"
"NRA02","National Route Length","02","Cavan","01","Motorway","2014","2014","Kilometres","0"
"NRA02","National Route Length","02","Cavan","03","Single","2006","2006","Kilometres","126"
"NRA02","National Route Length","02","Cavan","03","Single","2007","2007","Kilometres","125"
"NRA02","National Route Length","02","Cavan","03","Single","2008","2008","Kilometres","125"
"NRA02","National Route Length","02","Cavan","03","Single","2009","2009","Kilometres","125"
"NRA02","National Route Length","02","Cavan","03","Single","2010","2010","Kilometres","125"
"NRA02","National Route Length","02","Cavan","03","Single","2011","2011","Kilometres","125"
"NRA02","National Route Length","02","Cavan","03","Single","2012","2012","Kilometres","125"
"NRA02","National Route Length","02","Cavan","03","Single","2013","2013","Kilometres","125"
"NRA02","National Route Length","02","Cavan","03","Single","2014","2014","Kilometres","125"
"NRA02","National Route Length","02","Cavan","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","02","Cavan","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","02","Cavan","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","02","Cavan","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","02","Cavan","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","02","Cavan","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","02","Cavan","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","02","Cavan","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","02","Cavan","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","02","Cavan","05","Dual carriageway","2006","2006","Kilometres",""
"NRA02","National Route Length","02","Cavan","05","Dual carriageway","2007","2007","Kilometres",""
"NRA02","National Route Length","02","Cavan","05","Dual carriageway","2008","2008","Kilometres",""
"NRA02","National Route Length","02","Cavan","05","Dual carriageway","2009","2009","Kilometres",""
"NRA02","National Route Length","02","Cavan","05","Dual carriageway","2010","2010","Kilometres",""
"NRA02","National Route Length","02","Cavan","05","Dual carriageway","2011","2011","Kilometres",""
"NRA02","National Route Length","02","Cavan","05","Dual carriageway","2012","2012","Kilometres",""
"NRA02","National Route Length","02","Cavan","05","Dual carriageway","2013","2013","Kilometres","0"
"NRA02","National Route Length","02","Cavan","05","Dual carriageway","2014","2014","Kilometres","0"
"NRA02","National Route Length","03","Clare","-","All Carriage ways","2006","2006","Kilometres","234"
"NRA02","National Route Length","03","Clare","-","All Carriage ways","2007","2007","Kilometres","235"
"NRA02","National Route Length","03","Clare","-","All Carriage ways","2008","2008","Kilometres","235"
"NRA02","National Route Length","03","Clare","-","All Carriage ways","2009","2009","Kilometres","235"
"NRA02","National Route Length","03","Clare","-","All Carriage ways","2010","2010","Kilometres","234"
"NRA02","National Route Length","03","Clare","-","All Carriage ways","2011","2011","Kilometres","234"
"NRA02","National Route Length","03","Clare","-","All Carriage ways","2012","2012","Kilometres","234"
"NRA02","National Route Length","03","Clare","-","All Carriage ways","2013","2013","Kilometres","232"
"NRA02","National Route Length","03","Clare","-","All Carriage ways","2014","2014","Kilometres","233"
"NRA02","National Route Length","03","Clare","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","03","Clare","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","03","Clare","01","Motorway","2008","2008","Kilometres",""
"NRA02","National Route Length","03","Clare","01","Motorway","2009","2009","Kilometres","21"
"NRA02","National Route Length","03","Clare","01","Motorway","2010","2010","Kilometres","32"
"NRA02","National Route Length","03","Clare","01","Motorway","2011","2011","Kilometres","32"
"NRA02","National Route Length","03","Clare","01","Motorway","2012","2012","Kilometres","32"
"NRA02","National Route Length","03","Clare","01","Motorway","2013","2013","Kilometres","32"
"NRA02","National Route Length","03","Clare","01","Motorway","2014","2014","Kilometres","32"
"NRA02","National Route Length","03","Clare","03","Single","2006","2006","Kilometres","208"
"NRA02","National Route Length","03","Clare","03","Single","2007","2007","Kilometres","193"
"NRA02","National Route Length","03","Clare","03","Single","2008","2008","Kilometres","193"
"NRA02","National Route Length","03","Clare","03","Single","2009","2009","Kilometres","193"
"NRA02","National Route Length","03","Clare","03","Single","2010","2010","Kilometres","182"
"NRA02","National Route Length","03","Clare","03","Single","2011","2011","Kilometres","182"
"NRA02","National Route Length","03","Clare","03","Single","2012","2012","Kilometres","182"
"NRA02","National Route Length","03","Clare","03","Single","2013","2013","Kilometres","181"
"NRA02","National Route Length","03","Clare","03","Single","2014","2014","Kilometres","181"
"NRA02","National Route Length","03","Clare","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","03","Clare","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","03","Clare","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","03","Clare","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","03","Clare","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","03","Clare","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","03","Clare","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","03","Clare","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","03","Clare","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","03","Clare","05","Dual carriageway","2006","2006","Kilometres","26"
"NRA02","National Route Length","03","Clare","05","Dual carriageway","2007","2007","Kilometres","42"
"NRA02","National Route Length","03","Clare","05","Dual carriageway","2008","2008","Kilometres","42"
"NRA02","National Route Length","03","Clare","05","Dual carriageway","2009","2009","Kilometres","21"
"NRA02","National Route Length","03","Clare","05","Dual carriageway","2010","2010","Kilometres","20"
"NRA02","National Route Length","03","Clare","05","Dual carriageway","2011","2011","Kilometres","20"
"NRA02","National Route Length","03","Clare","05","Dual carriageway","2012","2012","Kilometres","20"
"NRA02","National Route Length","03","Clare","05","Dual carriageway","2013","2013","Kilometres","20"
"NRA02","National Route Length","03","Clare","05","Dual carriageway","2014","2014","Kilometres","20"
"NRA02","National Route Length","04","Cork City","-","All Carriage ways","2006","2006","Kilometres","21"
"NRA02","National Route Length","04","Cork City","-","All Carriage ways","2007","2007","Kilometres","21"
"NRA02","National Route Length","04","Cork City","-","All Carriage ways","2008","2008","Kilometres","21"
"NRA02","National Route Length","04","Cork City","-","All Carriage ways","2009","2009","Kilometres","20"
"NRA02","National Route Length","04","Cork City","-","All Carriage ways","2010","2010","Kilometres","21"
"NRA02","National Route Length","04","Cork City","-","All Carriage ways","2011","2011","Kilometres","21"
"NRA02","National Route Length","04","Cork City","-","All Carriage ways","2012","2012","Kilometres","21"
"NRA02","National Route Length","04","Cork City","-","All Carriage ways","2013","2013","Kilometres","20"
"NRA02","National Route Length","04","Cork City","-","All Carriage ways","2014","2014","Kilometres","19"
"NRA02","National Route Length","04","Cork City","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","04","Cork City","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","04","Cork City","01","Motorway","2008","2008","Kilometres",""
"NRA02","National Route Length","04","Cork City","01","Motorway","2009","2009","Kilometres",""
"NRA02","National Route Length","04","Cork City","01","Motorway","2010","2010","Kilometres",""
"NRA02","National Route Length","04","Cork City","01","Motorway","2011","2011","Kilometres",""
"NRA02","National Route Length","04","Cork City","01","Motorway","2012","2012","Kilometres",""
"NRA02","National Route Length","04","Cork City","01","Motorway","2013","2013","Kilometres","0"
"NRA02","National Route Length","04","Cork City","01","Motorway","2014","2014","Kilometres","0"
"NRA02","National Route Length","04","Cork City","03","Single","2006","2006","Kilometres","7"
"NRA02","National Route Length","04","Cork City","03","Single","2007","2007","Kilometres","7"
"NRA02","National Route Length","04","Cork City","03","Single","2008","2008","Kilometres","7"
"NRA02","National Route Length","04","Cork City","03","Single","2009","2009","Kilometres","7"
"NRA02","National Route Length","04","Cork City","03","Single","2010","2010","Kilometres","7"
"NRA02","National Route Length","04","Cork City","03","Single","2011","2011","Kilometres","7"
"NRA02","National Route Length","04","Cork City","03","Single","2012","2012","Kilometres","7"
"NRA02","National Route Length","04","Cork City","03","Single","2013","2013","Kilometres","6"
"NRA02","National Route Length","04","Cork City","03","Single","2014","2014","Kilometres","6"
"NRA02","National Route Length","04","Cork City","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","04","Cork City","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","04","Cork City","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","04","Cork City","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","04","Cork City","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","04","Cork City","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","04","Cork City","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","04","Cork City","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","04","Cork City","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","04","Cork City","05","Dual carriageway","2006","2006","Kilometres","14"
"NRA02","National Route Length","04","Cork City","05","Dual carriageway","2007","2007","Kilometres","14"
"NRA02","National Route Length","04","Cork City","05","Dual carriageway","2008","2008","Kilometres","13"
"NRA02","National Route Length","04","Cork City","05","Dual carriageway","2009","2009","Kilometres","13"
"NRA02","National Route Length","04","Cork City","05","Dual carriageway","2010","2010","Kilometres","13"
"NRA02","National Route Length","04","Cork City","05","Dual carriageway","2011","2011","Kilometres","13"
"NRA02","National Route Length","04","Cork City","05","Dual carriageway","2012","2012","Kilometres","13"
"NRA02","National Route Length","04","Cork City","05","Dual carriageway","2013","2013","Kilometres","13"
"NRA02","National Route Length","04","Cork City","05","Dual carriageway","2014","2014","Kilometres","13"
"NRA02","National Route Length","05","Cork County","-","All Carriage ways","2006","2006","Kilometres","492"
"NRA02","National Route Length","05","Cork County","-","All Carriage ways","2007","2007","Kilometres","492"
"NRA02","National Route Length","05","Cork County","-","All Carriage ways","2008","2008","Kilometres","494"
"NRA02","National Route Length","05","Cork County","-","All Carriage ways","2009","2009","Kilometres","497"
"NRA02","National Route Length","05","Cork County","-","All Carriage ways","2010","2010","Kilometres","496"
"NRA02","National Route Length","05","Cork County","-","All Carriage ways","2011","2011","Kilometres","496"
"NRA02","National Route Length","05","Cork County","-","All Carriage ways","2012","2012","Kilometres","496"
"NRA02","National Route Length","05","Cork County","-","All Carriage ways","2013","2013","Kilometres","493"
"NRA02","National Route Length","05","Cork County","-","All Carriage ways","2014","2014","Kilometres","493"
"NRA02","National Route Length","05","Cork County","01","Motorway","2006","2006","Kilometres","17"
"NRA02","National Route Length","05","Cork County","01","Motorway","2007","2007","Kilometres","17"
"NRA02","National Route Length","05","Cork County","01","Motorway","2008","2008","Kilometres","19"
"NRA02","National Route Length","05","Cork County","01","Motorway","2009","2009","Kilometres","49"
"NRA02","National Route Length","05","Cork County","01","Motorway","2010","2010","Kilometres","49"
"NRA02","National Route Length","05","Cork County","01","Motorway","2011","2011","Kilometres","49"
"NRA02","National Route Length","05","Cork County","01","Motorway","2012","2012","Kilometres","49"
"NRA02","National Route Length","05","Cork County","01","Motorway","2013","2013","Kilometres","49"
"NRA02","National Route Length","05","Cork County","01","Motorway","2014","2014","Kilometres","49"
"NRA02","National Route Length","05","Cork County","03","Single","2006","2006","Kilometres","410"
"NRA02","National Route Length","05","Cork County","03","Single","2007","2007","Kilometres","410"
"NRA02","National Route Length","05","Cork County","03","Single","2008","2008","Kilometres","410"
"NRA02","National Route Length","05","Cork County","03","Single","2009","2009","Kilometres","397"
"NRA02","National Route Length","05","Cork County","03","Single","2010","2010","Kilometres","394"
"NRA02","National Route Length","05","Cork County","03","Single","2011","2011","Kilometres","394"
"NRA02","National Route Length","05","Cork County","03","Single","2012","2012","Kilometres","394"
"NRA02","National Route Length","05","Cork County","03","Single","2013","2013","Kilometres","395"
"NRA02","National Route Length","05","Cork County","03","Single","2014","2014","Kilometres","395"
"NRA02","National Route Length","05","Cork County","04","Two plus one","2006","2006","Kilometres","11"
"NRA02","National Route Length","05","Cork County","04","Two plus one","2007","2007","Kilometres","11"
"NRA02","National Route Length","05","Cork County","04","Two plus one","2008","2008","Kilometres","11"
"NRA02","National Route Length","05","Cork County","04","Two plus one","2009","2009","Kilometres","11"
"NRA02","National Route Length","05","Cork County","04","Two plus one","2010","2010","Kilometres","11"
"NRA02","National Route Length","05","Cork County","04","Two plus one","2011","2011","Kilometres","11"
"NRA02","National Route Length","05","Cork County","04","Two plus one","2012","2012","Kilometres","11"
"NRA02","National Route Length","05","Cork County","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","05","Cork County","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","05","Cork County","05","Dual carriageway","2006","2006","Kilometres","54"
"NRA02","National Route Length","05","Cork County","05","Dual carriageway","2007","2007","Kilometres","54"
"NRA02","National Route Length","05","Cork County","05","Dual carriageway","2008","2008","Kilometres","54"
"NRA02","National Route Length","05","Cork County","05","Dual carriageway","2009","2009","Kilometres","39"
"NRA02","National Route Length","05","Cork County","05","Dual carriageway","2010","2010","Kilometres","42"
"NRA02","National Route Length","05","Cork County","05","Dual carriageway","2011","2011","Kilometres","42"
"NRA02","National Route Length","05","Cork County","05","Dual carriageway","2012","2012","Kilometres","42"
"NRA02","National Route Length","05","Cork County","05","Dual carriageway","2013","2013","Kilometres","49"
"NRA02","National Route Length","05","Cork County","05","Dual carriageway","2014","2014","Kilometres","49"
"NRA02","National Route Length","06","Donegal","-","All Carriage ways","2006","2006","Kilometres","303"
"NRA02","National Route Length","06","Donegal","-","All Carriage ways","2007","2007","Kilometres","304"
"NRA02","National Route Length","06","Donegal","-","All Carriage ways","2008","2008","Kilometres","304"
"NRA02","National Route Length","06","Donegal","-","All Carriage ways","2009","2009","Kilometres","304"
"NRA02","National Route Length","06","Donegal","-","All Carriage ways","2010","2010","Kilometres","305"
"NRA02","National Route Length","06","Donegal","-","All Carriage ways","2011","2011","Kilometres","305"
"NRA02","National Route Length","06","Donegal","-","All Carriage ways","2012","2012","Kilometres","305"
"NRA02","National Route Length","06","Donegal","-","All Carriage ways","2013","2013","Kilometres","304"
"NRA02","National Route Length","06","Donegal","-","All Carriage ways","2014","2014","Kilometres","304"
"NRA02","National Route Length","06","Donegal","01","Motorway","2006","2006","Kilometres",""
"NRA02","National Route Length","06","Donegal","01","Motorway","2007","2007","Kilometres",""
"NRA02","National Route Length","06","Donegal","01","Motorway","2008","2008","Kilometres",""
"NRA02","National Route Length","06","Donegal","01","Motorway","2009","2009","Kilometres",""
"NRA02","National Route Length","06","Donegal","01","Motorway","2010","2010","Kilometres",""
"NRA02","National Route Length","06","Donegal","01","Motorway","2011","2011","Kilometres",""
"NRA02","National Route Length","06","Donegal","01","Motorway","2012","2012","Kilometres",""
"NRA02","National Route Length","06","Donegal","01","Motorway","2013","2013","Kilometres","0"
"NRA02","National Route Length","06","Donegal","01","Motorway","2014","2014","Kilometres","0"
"NRA02","National Route Length","06","Donegal","03","Single","2006","2006","Kilometres","297"
"NRA02","National Route Length","06","Donegal","03","Single","2007","2007","Kilometres","299"
"NRA02","National Route Length","06","Donegal","03","Single","2008","2008","Kilometres","299"
"NRA02","National Route Length","06","Donegal","03","Single","2009","2009","Kilometres","299"
"NRA02","National Route Length","06","Donegal","03","Single","2010","2010","Kilometres","299"
"NRA02","National Route Length","06","Donegal","03","Single","2011","2011","Kilometres","299"
"NRA02","National Route Length","06","Donegal","03","Single","2012","2012","Kilometres","299"
"NRA02","National Route Length","06","Donegal","03","Single","2013","2013","Kilometres","298"
"NRA02","National Route Length","06","Donegal","03","Single","2014","2014","Kilometres","298"
"NRA02","National Route Length","06","Donegal","04","Two plus one","2006","2006","Kilometres",""
"NRA02","National Route Length","06","Donegal","04","Two plus one","2007","2007","Kilometres",""
"NRA02","National Route Length","06","Donegal","04","Two plus one","2008","2008","Kilometres",""
"NRA02","National Route Length","06","Donegal","04","Two plus one","2009","2009","Kilometres",""
"NRA02","National Route Length","06","Donegal","04","Two plus one","2010","2010","Kilometres",""
"NRA02","National Route Length","06","Donegal","04","Two plus one","2011","2011","Kilometres",""
"NRA02","National Route Length","06","Donegal","04","Two plus one","2012","2012","Kilometres",""
"NRA02","National Route Length","06","Donegal","04","Two plus one","2013","2013","Kilometres",""
"NRA02","National Route Length","06","Donegal","04","Two plus one","2014","2014","Kilometres",""
"NRA02","National Route Length","06","Donegal","05","Dual carriageway","2006","2006","Kilometres","6"
"NRA02","National Route Length","06","Donegal","05","Dual carriageway","2007","2007","Kilometres","5"
"NRA02","National Route Length","06","Donegal","05","Dual carriageway","2008","2008","Kilometres","5"
"NRA02","National Route Length","06","Donegal","05","Dual carriageway","2009","2009","Kilometres","5"
"NRA02","National Route Length","06","Donegal","05","Dual carriageway","2010","2010","Kilometres","6"
"NRA02","National Route Length","06","Donegal","05","Dual carriageway","2011","2011","Kilometres","6"
"NRA02","National Route Length","06","Donegal","05","Dual carriageway","2012","2012","Kilometres","6"
"NRA02","National Route Length","06","Donegal","05","Dual carriageway","2013","2013","Kilometres","6"
"NRA02","National Route Length","06","Donegal","05","Dual carriageway","2014","2014","Kilometres","6"
"NRA02","National Route Length","07","Dublin City","-","All Carriage ways","2006","2006","Kilometres","42"
"NRA02","National Route Length","07","Dublin City","-","All Carriage ways","2007","2007","Kilometres","42"
"NRA02","National Route Length","07","Dublin City","-","All Carriage ways","2008","2008","Kilometres","42"
"NRA02","National Route Length","07","Dublin City","-","All Carriage ways","2009","2009","Kilometres","42"
"NRA02","National Route Length","07","Dublin City","-","All Carriage ways","2010","2010","Kilometres","42"
"NRA02","National Route Length","07","Dublin City","-","All Carriage ways","2011","2011","Kilometres","42"
"NRA02","National Route Length","07","Dublin City","-","All Carriage ways","2012","2012","Kilometres","42"
"NRA02","National Route Length","07","Dublin City","-","All Carriage ways","2013","2013","Kilometres","6"
"NRA02","National Route Length","07","Dublin City","-","All Carriage ways","2014","2014","Kilometres","6"
"NRA02","National Route Length","07","Dublin City","01","Motorway","2006","2006","Kilometres","8"
"NRA02","National Route Length","07","Dublin City","01","Motorway","2007","2007","Kilometres","8"
"NRA02","National Route Length","07","Dublin City","01","Motorway","2008","2008","Kilometres","8"
"NRA02","National Route Length","07","Dublin City","01","Motorway","2009","2009","Kilometres","8"
"NRA02","National Route Length","07","Dublin City","01","Motorway","2010","2010","Kilometres","8"
"NRA02","National Route Length","07","Dublin City","01","Motorway","2011","2011","Kilometres","8"
"NRA02","National Route Length","07","Dublin City","01","Motorway","2012","2012","Kilometres","8"
"NRA02","National Route Length","07","Dublin City","01","Motorway","2013","2013","Kilometres","6"
