,STATISTIC,Statistic Label,TLIST(Q1),Quarter,C02196V02652,State,UNIT,VALUE,Year,Quarter No
2251,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20162,2016Q2,-,State,Euro Million,5393,2016,2
2252,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20163,2016Q3,-,State,Euro Million,5121,2016,3
2253,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20164,2016Q4,-,State,Euro Million,5170,2016,4
2254,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20171,2017Q1,-,State,Euro Million,5453,2017,1
2255,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20172,2017Q2,-,State,Euro Million,5173,2017,2
2256,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20173,2017Q3,-,State,Euro Million,5423,2017,3
2257,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20174,2017Q4,-,State,Euro Million,5628,2017,4
2258,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20181,2018Q1,-,State,Euro Million,5426,2018,1
2259,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20182,2018Q2,-,State,Euro Million,5539,2018,2
2260,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20183,2018Q3,-,State,Euro Million,5788,2018,3
2261,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20184,2018Q4,-,State,Euro Million,5661,2018,4
2262,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20191,2019Q1,-,State,Euro Million,5896,2019,1
2263,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20192,2019Q2,-,State,Euro Million,6206,2019,2
2264,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20193,2019Q3,-,State,Euro Million,6059,2019,3
2265,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20194,2019Q4,-,State,Euro Million,6116,2019,4
2266,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20201,2020Q1,-,State,Euro Million,4486,2020,1
2267,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20202,2020Q2,-,State,Euro Million,5184,2020,2
2268,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20203,2020Q3,-,State,Euro Million,5707,2020,3
2269,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20204,2020Q4,-,State,Euro Million,5757,2020,4
2270,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20211,2021Q1,-,State,Euro Million,5777,2021,1
2271,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20212,2021Q2,-,State,Euro Million,6789,2021,2
2272,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20213,2021Q3,-,State,Euro Million,6762,2021,3
2273,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20214,2021Q4,-,State,Euro Million,7129,2021,4
2274,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20221,2022Q1,-,State,Euro Million,7074,2022,1
2275,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20222,2022Q2,-,State,Euro Million,7058,2022,2
2276,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20223,2022Q3,-,State,Euro Million,7429,2022,3
2277,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20224,2022Q4,-,State,Euro Million,6864,2022,4
2278,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20231,2023Q1,-,State,Euro Million,7291,2023,1
2279,NAQ03S08,Taxes on Products at Current Prices (Seasonally Adjusted),20232,2023Q2,-,State,Euro Million,7419,2023,2
2280,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19951,1995Q1,-,State,Euro Million,-311,1995,1
2281,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19952,1995Q2,-,State,Euro Million,-295,1995,2
2282,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19953,1995Q3,-,State,Euro Million,-474,1995,3
2283,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19954,1995Q4,-,State,Euro Million,-336,1995,4
2284,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19961,1996Q1,-,State,Euro Million,-359,1996,1
2285,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19962,1996Q2,-,State,Euro Million,-333,1996,2
2286,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19963,1996Q3,-,State,Euro Million,-549,1996,3
2287,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19964,1996Q4,-,State,Euro Million,-379,1996,4
2288,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19971,1997Q1,-,State,Euro Million,-408,1997,1
2289,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19972,1997Q2,-,State,Euro Million,-427,1997,2
2290,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19973,1997Q3,-,State,Euro Million,-414,1997,3
2291,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19974,1997Q4,-,State,Euro Million,-400,1997,4
2292,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19981,1998Q1,-,State,Euro Million,-394,1998,1
2293,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19982,1998Q2,-,State,Euro Million,-440,1998,2
2294,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19983,1998Q3,-,State,Euro Million,-375,1998,3
2295,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19984,1998Q4,-,State,Euro Million,-440,1998,4
2296,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19991,1999Q1,-,State,Euro Million,-380,1999,1
2297,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19992,1999Q2,-,State,Euro Million,-382,1999,2
2298,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19993,1999Q3,-,State,Euro Million,-418,1999,3
2299,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),19994,1999Q4,-,State,Euro Million,-387,1999,4
2300,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20001,2000Q1,-,State,Euro Million,-504,2000,1
2301,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20002,2000Q2,-,State,Euro Million,-392,2000,2
2302,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20003,2000Q3,-,State,Euro Million,-329,2000,3
2303,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20004,2000Q4,-,State,Euro Million,-421,2000,4
2304,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20011,2001Q1,-,State,Euro Million,-346,2001,1
2305,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20012,2001Q2,-,State,Euro Million,-265,2001,2
2306,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20013,2001Q3,-,State,Euro Million,-416,2001,3
2307,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20014,2001Q4,-,State,Euro Million,-391,2001,4
2308,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20021,2002Q1,-,State,Euro Million,-414,2002,1
2309,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20022,2002Q2,-,State,Euro Million,-447,2002,2
2310,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20023,2002Q3,-,State,Euro Million,-471,2002,3
2311,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20024,2002Q4,-,State,Euro Million,-532,2002,4
2312,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20031,2003Q1,-,State,Euro Million,-441,2003,1
2313,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20032,2003Q2,-,State,Euro Million,-449,2003,2
2314,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20033,2003Q3,-,State,Euro Million,-482,2003,3
2315,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20034,2003Q4,-,State,Euro Million,-509,2003,4
2316,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20041,2004Q1,-,State,Euro Million,-543,2004,1
2317,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20042,2004Q2,-,State,Euro Million,-489,2004,2
2318,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20043,2004Q3,-,State,Euro Million,-402,2004,3
2319,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20044,2004Q4,-,State,Euro Million,-496,2004,4
2320,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20051,2005Q1,-,State,Euro Million,-303,2005,1
2321,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20052,2005Q2,-,State,Euro Million,-317,2005,2
2322,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20053,2005Q3,-,State,Euro Million,-275,2005,3
2323,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20054,2005Q4,-,State,Euro Million,-455,2005,4
2324,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20061,2006Q1,-,State,Euro Million,-257,2006,1
2325,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20062,2006Q2,-,State,Euro Million,-264,2006,2
2326,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20063,2006Q3,-,State,Euro Million,-306,2006,3
2327,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20064,2006Q4,-,State,Euro Million,-246,2006,4
2328,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20071,2007Q1,-,State,Euro Million,-301,2007,1
2329,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20072,2007Q2,-,State,Euro Million,-319,2007,2
2330,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20073,2007Q3,-,State,Euro Million,-348,2007,3
2331,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20074,2007Q4,-,State,Euro Million,-225,2007,4
2332,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20081,2008Q1,-,State,Euro Million,-371,2008,1
2333,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20082,2008Q2,-,State,Euro Million,-341,2008,2
2334,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20083,2008Q3,-,State,Euro Million,-339,2008,3
2335,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20084,2008Q4,-,State,Euro Million,-235,2008,4
2336,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20091,2009Q1,-,State,Euro Million,-303,2009,1
2337,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20092,2009Q2,-,State,Euro Million,-328,2009,2
2338,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20093,2009Q3,-,State,Euro Million,-304,2009,3
2339,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20094,2009Q4,-,State,Euro Million,-310,2009,4
2340,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20101,2010Q1,-,State,Euro Million,-299,2010,1
2341,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20102,2010Q2,-,State,Euro Million,-242,2010,2
2342,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20103,2010Q3,-,State,Euro Million,-272,2010,3
2343,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20104,2010Q4,-,State,Euro Million,-290,2010,4
2344,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20111,2011Q1,-,State,Euro Million,-270,2011,1
2345,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20112,2011Q2,-,State,Euro Million,-271,2011,2
2346,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20113,2011Q3,-,State,Euro Million,-266,2011,3
2347,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20114,2011Q4,-,State,Euro Million,-276,2011,4
2348,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20121,2012Q1,-,State,Euro Million,-269,2012,1
2349,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20122,2012Q2,-,State,Euro Million,-279,2012,2
2350,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20123,2012Q3,-,State,Euro Million,-270,2012,3
2351,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20124,2012Q4,-,State,Euro Million,-302,2012,4
2352,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20131,2013Q1,-,State,Euro Million,-283,2013,1
2353,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20132,2013Q2,-,State,Euro Million,-286,2013,2
2354,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20133,2013Q3,-,State,Euro Million,-279,2013,3
2355,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20134,2013Q4,-,State,Euro Million,-239,2013,4
2356,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20141,2014Q1,-,State,Euro Million,-250,2014,1
2357,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20142,2014Q2,-,State,Euro Million,-249,2014,2
2358,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20143,2014Q3,-,State,Euro Million,-243,2014,3
2359,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20144,2014Q4,-,State,Euro Million,-243,2014,4
2360,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20151,2015Q1,-,State,Euro Million,-224,2015,1
2361,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20152,2015Q2,-,State,Euro Million,-223,2015,2
2362,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20153,2015Q3,-,State,Euro Million,-226,2015,3
2363,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20154,2015Q4,-,State,Euro Million,-222,2015,4
2364,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20161,2016Q1,-,State,Euro Million,-233,2016,1
2365,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20162,2016Q2,-,State,Euro Million,-233,2016,2
2366,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20163,2016Q3,-,State,Euro Million,-234,2016,3
2367,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20164,2016Q4,-,State,Euro Million,-238,2016,4
2368,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20171,2017Q1,-,State,Euro Million,-236,2017,1
2369,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20172,2017Q2,-,State,Euro Million,-236,2017,2
2370,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20173,2017Q3,-,State,Euro Million,-241,2017,3
2371,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20174,2017Q4,-,State,Euro Million,-247,2017,4
2372,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20181,2018Q1,-,State,Euro Million,-248,2018,1
2373,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20182,2018Q2,-,State,Euro Million,-250,2018,2
2374,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20183,2018Q3,-,State,Euro Million,-259,2018,3
2375,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20184,2018Q4,-,State,Euro Million,-267,2018,4
2376,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20191,2019Q1,-,State,Euro Million,-249,2019,1
2377,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20192,2019Q2,-,State,Euro Million,-255,2019,2
2378,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20193,2019Q3,-,State,Euro Million,-268,2019,3
2379,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20194,2019Q4,-,State,Euro Million,-277,2019,4
2380,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20201,2020Q1,-,State,Euro Million,-348,2020,1
2381,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20202,2020Q2,-,State,Euro Million,-358,2020,2
2382,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20203,2020Q3,-,State,Euro Million,-335,2020,3
2383,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20204,2020Q4,-,State,Euro Million,-325,2020,4
2384,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20211,2021Q1,-,State,Euro Million,-403,2021,1
2385,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20212,2021Q2,-,State,Euro Million,-400,2021,2
2386,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20213,2021Q3,-,State,Euro Million,-421,2021,3
2387,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20214,2021Q4,-,State,Euro Million,-435,2021,4
2388,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20221,2022Q1,-,State,Euro Million,-442,2022,1
2389,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20222,2022Q2,-,State,Euro Million,-433,2022,2
2390,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20223,2022Q3,-,State,Euro Million,-454,2022,3
2391,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20224,2022Q4,-,State,Euro Million,-457,2022,4
2392,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20231,2023Q1,-,State,Euro Million,-433,2023,1
2393,NAQ03S09,Subsidies on Products at Current Prices (Seasonally Adjusted),20232,2023Q2,-,State,Euro Million,-463,2023,2
2394,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19951,1995Q1,-,State,Euro Million,13195,1995,1
2395,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19952,1995Q2,-,State,Euro Million,13595,1995,2
2396,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19953,1995Q3,-,State,Euro Million,13797,1995,3
2397,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19954,1995Q4,-,State,Euro Million,14048,1995,4
2398,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19961,1996Q1,-,State,Euro Million,14593,1996,1
2399,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19962,1996Q2,-,State,Euro Million,14921,1996,2
2400,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19963,1996Q3,-,State,Euro Million,15007,1996,3
2401,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19964,1996Q4,-,State,Euro Million,15552,1996,4
2402,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19971,1997Q1,-,State,Euro Million,16095,1997,1
2403,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19972,1997Q2,-,State,Euro Million,16979,1997,2
2404,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19973,1997Q3,-,State,Euro Million,17741,1997,3
2405,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19974,1997Q4,-,State,Euro Million,18512,1997,4
2406,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19981,1998Q1,-,State,Euro Million,19045,1998,1
2407,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19982,1998Q2,-,State,Euro Million,19748,1998,2
2408,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19983,1998Q3,-,State,Euro Million,20929,1998,3
2409,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19984,1998Q4,-,State,Euro Million,20846,1998,4
2410,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19991,1999Q1,-,State,Euro Million,21779,1999,1
2411,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19992,1999Q2,-,State,Euro Million,22216,1999,2
2412,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19993,1999Q3,-,State,Euro Million,23900,1999,3
2413,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),19994,1999Q4,-,State,Euro Million,24845,1999,4
2414,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20001,2000Q1,-,State,Euro Million,25608,2000,1
2415,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20002,2000Q2,-,State,Euro Million,26511,2000,2
2416,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20003,2000Q3,-,State,Euro Million,27564,2000,3
2417,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20004,2000Q4,-,State,Euro Million,28454,2000,4
2418,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20011,2001Q1,-,State,Euro Million,30092,2001,1
2419,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20012,2001Q2,-,State,Euro Million,30143,2001,2
2420,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20013,2001Q3,-,State,Euro Million,30831,2001,3
2421,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20014,2001Q4,-,State,Euro Million,30827,2001,4
2422,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20021,2002Q1,-,State,Euro Million,32835,2002,1
2423,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20022,2002Q2,-,State,Euro Million,33274,2002,2
2424,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20023,2002Q3,-,State,Euro Million,34736,2002,3
2425,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20024,2002Q4,-,State,Euro Million,35013,2002,4
2426,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20031,2003Q1,-,State,Euro Million,35165,2003,1
2427,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20032,2003Q2,-,State,Euro Million,35673,2003,2
2428,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20033,2003Q3,-,State,Euro Million,36381,2003,3
2429,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20034,2003Q4,-,State,Euro Million,38311,2003,4
2430,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20041,2004Q1,-,State,Euro Million,37967,2004,1
2431,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20042,2004Q2,-,State,Euro Million,38943,2004,2
2432,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20043,2004Q3,-,State,Euro Million,38981,2004,3
2433,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20044,2004Q4,-,State,Euro Million,40233,2004,4
2434,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20051,2005Q1,-,State,Euro Million,41488,2005,1
2435,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20052,2005Q2,-,State,Euro Million,42298,2005,2
2436,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20053,2005Q3,-,State,Euro Million,42704,2005,3
2437,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20054,2005Q4,-,State,Euro Million,43874,2005,4
2438,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20061,2006Q1,-,State,Euro Million,45343,2006,1
2439,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20062,2006Q2,-,State,Euro Million,45764,2006,2
2440,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20063,2006Q3,-,State,Euro Million,46539,2006,3
2441,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20064,2006Q4,-,State,Euro Million,46956,2006,4
2442,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20071,2007Q1,-,State,Euro Million,49788,2007,1
2443,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20072,2007Q2,-,State,Euro Million,49494,2007,2
2444,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20073,2007Q3,-,State,Euro Million,48336,2007,3
2445,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20074,2007Q4,-,State,Euro Million,49179,2007,4
2446,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20081,2008Q1,-,State,Euro Million,48103,2008,1
2447,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20082,2008Q2,-,State,Euro Million,47194,2008,2
2448,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20083,2008Q3,-,State,Euro Million,46998,2008,3
2449,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20084,2008Q4,-,State,Euro Million,44887,2008,4
2450,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20091,2009Q1,-,State,Euro Million,43181,2009,1
2451,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20092,2009Q2,-,State,Euro Million,43037,2009,2
2452,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20093,2009Q3,-,State,Euro Million,42155,2009,3
2453,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20094,2009Q4,-,State,Euro Million,41287,2009,4
2454,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20101,2010Q1,-,State,Euro Million,41624,2010,1
2455,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20102,2010Q2,-,State,Euro Million,41653,2010,2
2456,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20103,2010Q3,-,State,Euro Million,41944,2010,3
2457,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20104,2010Q4,-,State,Euro Million,42027,2010,4
2458,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20111,2011Q1,-,State,Euro Million,42758,2011,1
2459,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20112,2011Q2,-,State,Euro Million,43345,2011,2
2460,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20113,2011Q3,-,State,Euro Million,42988,2011,3
2461,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20114,2011Q4,-,State,Euro Million,42649,2011,4
2462,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20121,2012Q1,-,State,Euro Million,43639,2012,1
2463,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20122,2012Q2,-,State,Euro Million,44329,2012,2
2464,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20123,2012Q3,-,State,Euro Million,43711,2012,3
2465,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20124,2012Q4,-,State,Euro Million,42912,2012,4
2466,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20131,2013Q1,-,State,Euro Million,43460,2013,1
2467,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20132,2013Q2,-,State,Euro Million,44665,2013,2
2468,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20133,2013Q3,-,State,Euro Million,45627,2013,3
2469,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20134,2013Q4,-,State,Euro Million,45061,2013,4
2470,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20141,2014Q1,-,State,Euro Million,47236,2014,1
2471,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20142,2014Q2,-,State,Euro Million,49014,2014,2
2472,NAQ03S10,GDP at Current Market Prices (Seasonally Adjusted),20143,2014Q3,-,State,Euro Million,49128,2014,3
